,joy,hate,love,sorrow,anxiety,surprise,anger,expect
画卷  ,0,0,1,0,0,0,0,0
通向  ,1,0,0,0,0,0,0,1
丝绸之路  ,0,0,1,0,0,0,0,0
遨游  ,1,0,0,0,0,0,0,0
嫦娥  ,0,0,1,0,0,0,0,0
烂漫  ,1,0,1,0,0,0,0,0
绿水  ,0,0,1,0,0,0,0,0
直观  ,0,0,1,0,0,0,0,0
维妙  ,0,0,1,0,0,0,0,0
走近  ,1,0,0,0,0,0,0,0
光彩夺目  ,0,0,1,0,0,0,0,0
虚言  ,0,1,0,0,0,0,0,0
琴声  ,0,0,1,0,0,0,0,0
气息  ,0,0,1,0,0,0,0,0
变换  ,0,0,1,0,0,0,0,0
杰作  ,0,0,1,0,0,0,0,0
无不  ,1,0,1,0,0,0,0,0
桥梁  ,0,0,1,0,0,0,0,0
同一个  ,0,0,1,0,0,0,0,0
跋山涉水  ,1,1,0,0,1,0,0,0
６０亿  ,0,0,1,0,0,0,0,0
一家  ,0,0,1,0,0,0,0,0
地球村  ,0,0,1,0,0,0,0,0
缩影  ,0,0,1,0,0,0,0,0
明年  ,0,0,0,0,0,0,0,1
临终时  ,0,0,0,1,0,0,0,0
添麻烦  ,0,0,0,0,1,0,1,0
遗物  ,0,0,0,1,0,0,0,0
骨灰  ,0,0,0,1,0,0,0,0
骨灰盒  ,0,0,0,1,0,0,0,0
接待  ,0,0,1,0,0,0,0,0
客人  ,0,0,1,0,0,0,0,0
下葬  ,0,0,0,1,0,0,0,0
提议  ,0,0,0,0,0,0,0,1
野花  ,0,0,1,0,0,0,0,0
请来  ,0,0,0,0,0,0,0,1
葬礼  ,0,1,0,1,0,0,0,0
肃静  ,0,0,1,0,0,0,0,0
祷文  ,0,0,1,0,0,0,0,0
启示  ,1,0,1,0,0,0,0,0
紧密  ,1,0,1,0,0,0,0,0
护佑  ,0,0,1,0,0,0,0,0
资助  ,0,0,1,0,0,0,0,1
土路  ,0,0,0,0,1,0,0,0
上学  ,1,0,0,0,0,0,0,1
围城  ,0,1,1,0,0,0,0,0
事实上  ,0,0,0,1,0,0,0,0
机器  ,0,0,0,0,1,0,0,0
几乎  ,0,0,0,0,1,0,0,0
买房  ,1,0,0,0,0,0,0,0
得盖  ,0,0,0,0,0,0,0,1
娶媳妇  ,0,0,0,0,0,0,0,1
好找  ,1,0,1,0,0,0,0,1
不久  ,1,0,0,0,0,0,0,0
准会  ,0,0,0,0,0,0,0,1
扣除  ,0,0,0,0,1,0,0,0
远在天边  ,0,0,0,1,0,0,0,0
大多  ,1,0,0,0,0,0,0,0
定情  ,0,0,1,0,0,0,0,0
不信  ,0,1,0,0,1,0,0,0
竟是  ,1,0,1,0,0,1,0,0
不然  ,0,0,0,1,0,0,0,0
好些  ,1,0,1,0,0,0,0,0
单单  ,0,1,0,0,1,0,0,0
顾不了  ,0,0,0,0,1,0,0,0
体面  ,1,0,1,0,0,0,0,0
一比  ,1,0,0,0,0,0,0,0
社会主义  ,0,0,1,0,0,0,0,0
零落  ,0,0,1,1,0,0,0,0
叮叮当当  ,0,0,1,0,0,0,0,0
迎面  ,1,0,0,0,0,1,0,0
淡淡  ,0,0,1,1,0,0,0,0
沿用  ,0,0,1,0,0,0,0,0
脚丫  ,0,0,1,0,0,0,0,0
像样  ,0,0,1,0,0,0,0,0
乐此不疲  ,1,0,1,0,0,0,0,0
劈里啪啦  ,0,0,1,0,0,0,0,0
翻滚  ,0,0,1,0,1,0,0,0
通气  ,0,0,1,0,0,0,0,0
天长日久  ,0,0,0,0,1,0,0,0
细细  ,0,0,1,0,0,0,0,0
咀嚼  ,0,0,1,0,0,0,0,0
心神不宁  ,0,0,0,0,1,0,0,0
慌乱  ,1,0,0,0,1,0,0,0
相邀  ,1,0,1,0,0,0,0,1
闪闪  ,0,0,1,0,0,0,0,0
细碎  ,0,0,1,0,0,0,0,0
金子  ,0,0,1,0,0,0,0,0
满脸  ,0,0,0,1,0,0,0,0
冻疮  ,0,0,0,1,1,0,0,0
记忆  ,0,0,1,0,0,0,0,0
　　无意中  ,0,0,0,0,0,1,0,0
资深  ,0,0,1,0,0,0,0,0
自发  ,1,0,1,0,0,0,0,1
援助  ,1,0,1,0,1,0,0,1
互助  ,0,0,1,0,0,0,0,0
相契  ,1,0,1,0,0,0,0,0
泡吧  ,0,0,1,0,0,0,0,0
人满为患  ,0,0,0,0,1,0,0,0
立身  ,0,0,1,0,0,0,0,0
扭动  ,0,0,1,0,0,0,0,0
迷幻  ,0,0,1,0,0,0,0,0
性感  ,0,0,1,0,0,0,0,0
后现代  ,0,0,1,0,0,0,0,0
到处  ,0,0,1,0,0,0,0,0
配合  ,1,0,1,0,0,0,0,1
虚化  ,0,0,1,0,0,0,0,0
滑来滑去  ,0,0,1,0,0,0,0,0
汹涌澎湃  ,1,0,1,0,1,0,0,0
免俗  ,0,0,1,0,0,0,0,0
聚众  ,0,1,0,0,0,0,0,0
不解之缘  ,0,0,1,0,0,0,0,0
猜测  ,0,0,0,0,1,0,0,1
啜饮  ,0,0,1,0,0,0,0,0
渗透  ,1,0,1,0,0,0,0,0
火暴  ,0,0,1,0,0,0,0,0
浸泡  ,0,1,0,0,0,0,0,0
没出息  ,0,1,0,0,0,0,0,0
谈资  ,1,0,1,0,0,0,0,0
赶到  ,0,0,0,1,1,0,0,1
误认为  ,0,1,0,0,1,1,1,0
请注意  ,0,0,0,0,0,0,0,1
探头探脑  ,1,0,0,0,0,0,0,0
志得意满  ,1,0,0,0,0,0,0,0
相形之下  ,0,0,0,0,1,0,0,0
惊吓  ,0,0,0,1,1,1,1,0
似的  ,1,0,0,0,0,0,0,0
生生  ,0,1,0,0,0,0,0,0
哎呀  ,0,1,0,0,1,1,0,0
妈呀  ,0,0,0,0,1,0,0,0
浑然  ,1,0,0,0,0,0,0,0
反刍  ,1,0,0,0,0,0,0,0
少见  ,0,0,0,0,1,1,0,0
滞留  ,0,0,0,0,1,0,0,0
异乡  ,0,1,0,1,0,0,0,0
散心  ,1,0,1,0,0,0,0,0
微尘  ,0,0,0,0,1,0,0,0
一朵花  ,0,0,1,0,0,0,0,0
轻狂  ,1,1,0,0,1,0,0,0
走过  ,1,0,0,0,0,0,0,0
迷惘  ,0,0,0,1,1,0,0,0
湍流  ,0,0,0,0,1,0,0,0
涌动  ,0,0,1,0,0,0,0,0
如常  ,0,0,1,0,0,0,0,0
受尽  ,0,0,0,1,1,0,0,0
起起伏伏  ,0,0,0,0,1,0,0,0
咫尺  ,1,0,0,0,0,0,0,0
天涯  ,0,0,1,1,1,0,0,0
争宠  ,0,1,0,0,0,0,0,0
恩惠  ,1,0,1,0,0,0,0,0
多种多样  ,1,0,1,0,0,0,0,0
蜜罐  ,0,0,1,0,0,0,0,0
脱身  ,1,0,1,0,0,0,0,1
杞人忧天  ,0,1,0,0,1,0,0,0
吓哭  ,0,1,0,1,0,0,0,0
相反  ,0,1,0,0,0,0,0,1
持久性  ,0,0,1,0,0,0,0,1
万象更新  ,1,0,1,0,0,0,0,0
万象新  ,0,0,1,0,0,0,0,0
老化  ,0,0,0,1,0,0,0,0
抓住  ,1,1,1,0,1,0,0,1
吃力  ,0,0,0,1,1,0,0,0
脱落  ,0,0,0,1,0,0,0,0
拔掉  ,0,0,0,1,0,0,0,0
得力  ,1,0,1,0,0,0,0,0
开辟  ,0,0,1,0,0,0,0,0
潜能  ,0,0,1,0,0,0,0,0
再生  ,0,0,1,0,0,0,0,0
新装  ,0,0,1,0,0,0,0,0
羁绊  ,0,1,1,1,1,0,0,0
锁定  ,0,0,1,0,0,0,0,1
莞尔  ,1,0,0,0,0,0,0,0
零星  ,0,0,1,0,0,0,0,0
排山倒海  ,0,0,0,0,1,0,0,0
冲破  ,1,0,0,0,0,0,0,1
自由选择  ,1,0,0,0,0,0,0,0
拖累  ,0,1,0,1,0,0,1,0
砸碎  ,0,1,0,0,1,0,0,0
锁链  ,0,1,0,0,0,0,0,0
闪光  ,0,0,1,0,0,0,0,0
之苦  ,0,0,0,1,0,0,0,0
上下  ,0,0,0,0,0,0,0,1
扼杀  ,0,1,0,1,1,0,1,0
物欲  ,0,1,0,0,1,0,0,0
曲折  ,0,1,0,1,1,0,0,0
不得了  ,0,1,0,1,1,0,0,0
诚心  ,0,0,1,0,0,0,0,0
阿Ｑ  ,0,0,0,1,0,0,0,0
一条心  ,0,0,1,0,0,0,0,0
外向  ,0,0,1,0,0,0,0,0
安闲  ,1,0,1,0,0,0,0,0
童真  ,1,0,1,0,0,0,0,0
狼群  ,0,0,0,1,0,0,0,0
富足  ,1,0,1,0,0,0,0,0
片断  ,0,0,0,1,0,0,0,0
对立  ,0,1,0,1,1,0,0,0
跳出  ,1,0,1,0,0,0,0,0
智残  ,0,0,0,1,0,0,0,0
扶残  ,1,0,0,0,0,0,0,0
区区  ,0,0,0,1,0,0,0,0
索要  ,0,0,0,1,0,0,0,1
碰碰  ,0,0,0,0,0,0,0,1
做出  ,0,0,0,0,0,0,0,1
久而久之  ,0,0,1,0,1,0,0,0
常客  ,0,0,1,0,0,0,0,0
为生  ,0,0,0,1,0,0,0,0
正常人  ,0,0,1,0,0,0,0,0
迷乱  ,0,0,1,0,0,0,0,0
醒来  ,1,0,0,0,0,0,0,0
捂住  ,0,0,0,1,0,0,0,0
默然  ,0,0,1,0,0,0,0,0
流露  ,0,0,1,0,0,0,0,0
人性  ,1,0,1,0,0,0,0,0
保护伞  ,0,1,1,0,0,0,0,0
激愤  ,0,1,0,0,0,0,0,0
尽可能  ,0,0,1,0,0,0,0,1
贴近  ,0,0,1,0,0,0,0,0
如果  ,0,0,0,1,0,0,0,1
早春  ,0,0,1,0,0,0,0,0
熏香  ,0,0,1,0,0,0,0,0
婷婷  ,0,0,1,0,0,0,0,0
交朋友  ,0,0,1,0,0,0,0,0
孤身  ,0,0,0,0,1,0,0,0
摆平  ,1,0,0,0,0,0,0,1
诚实  ,0,0,1,0,0,0,0,0
惊见  ,0,0,0,0,0,1,0,0
端坐  ,1,0,0,0,0,0,0,0
整装  ,1,0,0,0,0,0,0,0
主持  ,1,0,0,0,0,0,0,0
囫囵  ,1,0,0,0,0,0,0,0
隐私  ,0,0,0,0,1,0,1,1
可乐  ,0,0,1,0,0,0,0,0
停留  ,0,1,1,1,1,0,0,1
品茶  ,0,0,1,0,0,0,0,0
清茶  ,0,0,1,0,0,0,0,0
香郁  ,0,0,1,0,0,0,0,0
香茶  ,0,0,1,0,0,0,0,0
神游  ,0,0,1,0,0,0,0,0
笑谈  ,1,0,1,0,0,0,0,0
对劲  ,1,0,1,0,0,0,0,0
梳理  ,1,0,1,0,0,0,0,1
怡情  ,0,0,1,0,0,0,0,0
活化  ,1,0,0,0,0,0,0,0
洗去  ,1,0,0,0,0,0,0,0
绿意  ,0,0,1,0,0,0,0,0
氛围  ,0,0,1,0,0,0,0,0
之乐  ,1,0,1,0,0,0,0,0
发财梦  ,0,0,1,0,0,0,0,0
鼓动  ,0,1,0,0,0,0,0,1
心存疑惑  ,0,0,0,0,1,0,0,0
做主  ,1,0,0,0,0,0,0,0
摩拳擦掌  ,0,0,0,0,0,0,0,1
暴富  ,0,0,1,0,0,0,0,0
召唤  ,1,0,1,0,0,0,0,1
亢奋  ,1,0,0,0,0,0,0,0
跃跃欲试  ,1,0,1,0,0,0,0,1
联手  ,1,0,1,0,0,0,0,0
交际  ,0,0,1,0,0,0,0,0
推辞  ,0,0,0,0,1,0,0,0
合群  ,0,0,1,0,0,0,0,0
曾几  ,0,0,0,0,0,0,0,1
庸俗  ,0,1,0,0,1,0,0,0
微薄  ,0,1,0,1,1,0,1,0
恶俗  ,0,1,0,0,0,0,0,0
挣钱  ,1,1,1,0,0,0,0,0
吆喝  ,0,0,1,0,1,0,0,0
急火攻心  ,0,0,0,0,1,0,0,0
联络  ,1,0,1,0,0,0,0,0
实际  ,0,1,0,0,0,0,0,0
功利主义  ,0,1,0,0,0,0,0,0
加入  ,0,0,1,0,0,0,0,0
没法  ,0,0,0,1,1,0,0,0
不一样  ,0,0,1,0,1,1,0,1
打劫  ,0,1,0,0,0,0,0,0
劫匪  ,0,1,0,0,0,0,0,0
接送  ,1,0,0,0,0,0,0,0
逆行  ,0,1,0,0,0,0,0,0
封路  ,0,0,0,0,1,0,0,0
包围  ,0,1,0,0,1,0,0,0
阵势  ,0,0,1,0,1,0,0,0
威风八面  ,1,0,0,0,0,0,0,0
感慨不已  ,1,0,0,0,1,0,0,0
调整  ,0,0,1,0,0,0,0,1
或许  ,0,0,0,0,1,0,0,1
重拾  ,1,0,0,0,0,0,0,1
隔三差五  ,0,0,0,1,0,0,0,0
抖落  ,0,0,0,1,0,0,0,0
鸡毛蒜皮  ,0,1,0,1,1,0,0,0
口水  ,0,1,0,0,0,0,0,0
疏浅  ,0,0,0,1,0,0,0,0
深入浅出  ,0,0,1,0,0,0,0,0
暗笑  ,1,0,0,0,0,0,0,0
能耐  ,0,0,1,0,0,0,0,0
扒拉  ,0,0,0,1,0,0,0,0
以至于  ,0,0,0,1,1,0,0,0
咬牙切齿  ,0,1,0,0,0,0,1,0
心虚  ,0,0,0,0,1,0,0,0
冒汗  ,0,0,0,0,1,0,0,0
交代  ,0,0,1,0,0,0,0,1
来来往往  ,0,1,1,0,1,0,0,0
凡夫俗子  ,0,0,0,0,1,0,0,0
地盘  ,0,0,1,0,0,0,0,0
奔行  ,0,0,1,0,0,0,0,0
傻乎乎  ,0,0,1,0,0,0,0,0
消耗  ,0,0,0,0,1,0,0,0
套牢  ,0,0,0,0,1,0,0,0
索然无味  ,0,0,0,0,1,0,0,0
告一段落  ,1,0,0,1,0,0,0,0
点石成金  ,0,0,1,0,0,0,0,0
煽情  ,0,1,1,0,0,0,0,0
高潮  ,1,0,1,0,0,0,0,1
搀和  ,0,0,1,0,0,0,0,0
赚了  ,1,0,1,0,0,0,0,0
大堆  ,0,1,0,0,0,0,0,0
哭哭啼啼  ,0,1,0,1,0,0,0,0
活宝  ,0,1,1,0,0,0,0,0
奶声奶气  ,0,0,1,0,0,0,0,0
捧腹  ,1,0,0,0,0,0,0,0
大赚  ,1,0,0,0,0,0,0,0
通过  ,1,0,1,0,0,0,0,0
调剂  ,0,0,1,0,0,0,0,0
低俗  ,0,1,0,0,1,0,0,0
燥热  ,0,0,0,0,1,0,0,0
顺便  ,1,0,1,0,0,0,0,1
唤起  ,1,0,1,0,0,0,0,1
打发  ,0,1,1,0,1,0,1,0
迷惑不解  ,0,0,0,0,1,0,0,0
撒泼  ,0,1,0,0,0,0,0,0
嫌少  ,0,1,0,0,0,0,0,0
反映  ,0,0,0,0,0,0,1,1
不妥  ,0,0,0,1,1,0,0,0
我想在  ,0,0,0,0,0,0,0,1
胆小怕事  ,0,1,0,0,1,0,0,0
窝里横  ,0,1,0,0,0,0,0,0
受气  ,0,1,0,0,0,0,1,0
硬气  ,0,0,1,0,0,0,0,1
说理  ,0,0,0,0,0,0,1,1
通透  ,0,0,1,1,0,0,0,0
感喟  ,0,0,0,1,0,0,0,0
何其  ,0,0,0,0,0,1,0,0
羁留  ,0,0,0,1,0,0,0,0
穿透  ,0,0,1,0,0,0,0,0
不能不  ,0,0,1,0,1,0,1,1
杨柳依依  ,0,0,1,0,0,0,0,0
雨雪霏霏  ,0,0,0,1,0,0,0,0
简化  ,1,0,0,0,0,0,0,0
主观  ,0,0,1,0,0,0,0,0
表述  ,0,0,1,0,0,0,0,0
微弱  ,0,0,0,1,1,0,0,0
凑数  ,0,0,0,0,1,0,0,0
难找  ,0,1,0,1,1,0,0,0
义务  ,0,0,1,0,1,0,0,1
壮举  ,0,0,1,0,0,0,0,0
拉皮条  ,0,1,0,0,0,0,0,0
积极性  ,0,0,1,0,0,0,0,1
说是  ,0,1,0,0,0,0,0,0
目前  ,0,0,0,0,1,0,0,0
印证  ,1,0,0,0,0,0,0,1
红火  ,1,0,1,0,0,0,0,0
比较  ,0,0,0,0,1,0,0,1
贤淑  ,0,0,1,0,0,0,0,0
废弃  ,0,0,0,1,1,0,0,0
耳目一新  ,1,0,1,0,0,0,0,0
精干  ,0,0,1,0,0,0,0,0
即可  ,0,0,1,0,0,0,0,0
上去  ,1,0,1,0,0,0,0,0
印象派  ,0,0,1,0,0,0,0,0
散放  ,0,1,0,0,0,0,0,0
涂鸦  ,0,1,0,0,0,0,0,0
费心  ,0,0,0,0,1,0,0,0
堆积  ,0,1,0,0,0,0,0,0
捧场  ,1,0,1,0,0,0,0,0
风格  ,0,0,1,0,0,0,0,0
师从  ,0,0,1,0,0,0,0,0
惜墨如金  ,0,0,1,0,1,0,0,0
创出  ,0,0,1,0,0,0,0,0
大气磅礴  ,0,0,1,0,0,0,0,0
雄伟壮观  ,0,0,1,0,0,0,0,0
阴沟  ,0,1,0,0,0,0,0,0
大雅之堂  ,0,0,1,0,0,0,0,0
撞在  ,1,0,0,0,0,0,0,0
稀释  ,1,0,0,0,0,0,0,0
我能够  ,1,0,0,0,0,0,0,0
观望  ,0,0,1,0,1,0,0,1
啊　－　  ,1,0,0,0,0,0,0,0
走遍  ,0,0,1,0,0,0,0,1
充塞  ,0,0,0,1,0,0,0,0
损耗  ,0,0,0,1,0,0,0,0
直待  ,0,0,0,0,0,0,0,1
闲散  ,1,0,1,0,0,0,0,0
放慢  ,0,0,1,0,0,0,0,0
挖掘  ,1,0,0,0,0,0,0,1
摄入  ,1,0,0,0,0,0,0,0
清越  ,0,0,1,0,0,0,0,0
激越  ,0,0,1,0,0,0,0,0
乍现  ,0,0,1,0,0,0,0,0
想打  ,0,0,0,0,0,0,0,1
阴郁  ,0,0,0,1,1,0,0,0
怪怪的  ,0,1,0,0,1,1,0,0
多久  ,1,0,0,0,1,0,0,1
过期  ,0,0,0,1,1,0,0,0
抽空  ,0,0,0,1,0,0,0,1
原以为  ,0,0,0,0,1,1,0,0
从容应对  ,0,0,1,0,0,0,0,0
隐秘  ,0,0,1,0,1,0,0,0
潜伏  ,0,0,0,1,0,0,0,0
幽然  ,0,0,0,1,0,0,0,0
往昔  ,0,0,1,0,0,0,0,0
茕茕孑立  ,0,0,0,1,0,0,0,0
残羹冷炙  ,0,1,0,0,0,0,0,0
垃圾箱  ,0,1,0,0,0,0,0,0
只言  ,0,0,0,0,1,0,0,0
终老  ,0,0,0,1,0,0,0,0
驿站  ,0,0,0,1,1,0,0,0
一程  ,0,0,0,1,0,0,0,0
依稀  ,0,0,1,1,1,0,0,0
入眼  ,0,0,1,0,0,0,0,0
无话可说  ,0,0,0,0,1,0,0,0
背道而驰  ,0,1,0,0,1,0,0,0
冷眼  ,0,1,0,0,0,0,0,0
扰攘  ,0,0,0,0,1,0,0,0
痴心妄想  ,0,0,0,1,1,0,0,1
迅疾  ,0,0,1,0,0,0,0,0
眼眸  ,0,0,1,0,0,0,0,0
想过  ,1,0,0,0,0,0,0,1
通通  ,1,0,0,0,0,0,0,0
恣意  ,1,0,0,0,0,0,0,0
一拖  ,0,0,0,0,1,0,0,0
道喜  ,1,0,0,0,0,0,0,0
小妞  ,0,0,1,0,0,0,0,0
朝夕相处  ,0,0,1,0,0,0,0,0
密友  ,0,0,1,0,0,0,0,0
闲心  ,0,0,1,0,0,0,0,0
前赴后继  ,1,0,1,1,0,0,0,0
自由吧  ,0,0,0,0,0,0,0,1
黯然夏至  ,0,0,0,1,0,0,0,0
爱欲  ,0,0,1,0,0,0,0,0
浮生若梦  ,0,0,0,1,1,0,0,0
世事  ,0,0,0,1,0,0,0,0
认清  ,1,0,1,0,0,0,0,0
宁可  ,0,0,0,0,0,0,0,1
进入  ,1,0,0,0,0,0,0,0
悲怆  ,0,0,0,1,0,0,0,0
送别  ,0,0,0,1,0,0,0,0
狂澜  ,0,0,1,0,0,0,0,0
横行  ,0,1,0,1,1,0,1,0
细长  ,0,0,1,0,0,0,0,0
邀Ｓｙｌｖｉａ  ,0,0,0,0,0,0,0,1
母亲  ,0,0,1,0,0,0,0,0
操练  ,0,0,1,0,0,0,0,0
长进  ,1,0,1,0,0,0,0,0
小聚  ,1,0,1,0,0,0,0,0
也谈  ,0,0,1,0,0,0,0,0
丧生  ,0,0,0,1,0,0,0,0
采访  ,0,0,1,0,0,0,0,0
癌细胞  ,0,1,0,1,0,0,0,0
扩散  ,0,0,0,1,0,0,0,0
归依  ,0,0,1,0,0,0,0,0
过渡  ,1,0,0,0,0,0,0,0
含笑  ,1,0,0,0,0,0,0,0
非传统  ,0,0,1,0,0,0,0,0
开花结果  ,0,0,1,0,0,0,0,0
白搭  ,0,1,0,1,1,0,1,0
老干部  ,0,0,1,0,0,0,0,0
老夫子  ,1,0,1,0,0,0,0,0
老资格  ,0,0,1,0,0,0,0,0
老字号  ,0,0,1,0,0,0,0,0
老马识途  ,1,0,1,0,0,0,0,0
老妈  ,0,0,1,0,0,0,0,0
老爸  ,0,0,1,0,0,0,0,0
顺口  ,0,0,1,0,0,0,0,0
顺耳  ,0,0,1,0,0,0,0,0
主流  ,1,0,1,0,0,0,0,1
肥沃  ,1,0,1,0,0,0,0,0
修炼  ,0,0,1,0,0,0,0,1
权力  ,0,0,1,0,0,0,0,0
并不一定  ,0,0,0,0,1,0,1,0
门路  ,0,0,1,0,0,0,0,1
凶暴  ,0,1,0,0,0,0,0,0
怨尤  ,0,0,0,0,1,0,0,0
；　迷惑不解  ,0,0,0,0,1,0,0,0
疏导  ,1,0,1,0,0,0,0,0
悦乐  ,1,0,0,0,0,0,0,0
迎着  ,1,0,0,0,0,0,0,0
咧咧  ,0,0,1,0,0,0,0,0
混合  ,0,0,1,0,0,0,0,0
转学  ,0,0,1,0,0,0,0,0
探讨  ,0,0,1,0,0,0,0,1
老路  ,0,0,0,0,1,0,0,0
巧合  ,0,0,0,0,0,1,0,0
见识  ,1,0,0,0,0,0,0,0
通常  ,0,0,1,0,0,0,0,0
委托  ,0,0,1,0,0,0,0,1
反差  ,0,0,0,1,1,1,0,0
指责声  ,0,0,0,1,0,0,0,0
颁发  ,1,0,1,0,0,0,0,0
勋章  ,0,0,1,0,0,0,0,0
创意  ,0,0,1,0,0,1,0,1
遵守  ,1,0,1,0,0,0,0,0
指导下  ,0,0,1,0,0,0,0,0
担任  ,1,0,0,0,0,0,0,1
发表  ,1,0,1,0,0,0,0,1
意见  ,0,1,1,0,1,0,1,1
狭窄  ,0,1,0,0,1,0,0,0
快活  ,1,0,0,0,0,0,0,0
取决  ,1,0,1,0,0,0,0,0
名声  ,1,0,1,0,0,0,0,0
世界级  ,0,0,1,0,0,0,0,0
提供  ,1,0,0,0,0,0,0,1
衡量  ,0,0,1,0,1,0,0,1
优劣  ,0,0,0,0,1,0,0,1
样板  ,0,0,1,0,0,0,0,0
悠久  ,0,0,1,0,0,0,0,0
布局  ,0,0,1,0,0,0,0,0
古城  ,0,0,1,0,0,0,0,0
相一致  ,0,0,1,0,0,0,0,0
简洁  ,0,0,1,0,0,0,0,0
摩天大楼  ,0,0,1,0,0,0,0,0
选用  ,0,0,1,0,0,0,0,0
作品  ,0,0,1,0,0,0,0,0
自然而然  ,1,0,1,0,0,0,0,0
方法  ,0,0,1,0,0,0,0,0
再用  ,0,0,1,0,0,0,0,0
募捐  ,1,0,0,0,0,0,0,1
奔赴  ,0,0,1,0,0,0,0,0
一线  ,0,0,1,0,0,0,0,0
广大  ,0,0,1,0,0,0,0,0
宣讲  ,0,0,1,0,0,0,0,0
辅导  ,0,0,1,0,0,0,0,0
萌生  ,0,0,1,0,0,0,0,1
征集  ,0,0,0,0,0,0,0,1
评选  ,0,0,0,0,0,0,0,1
本意  ,0,0,0,0,0,0,0,1
控制住  ,0,0,1,1,0,0,0,1
一角  ,0,0,0,1,0,0,0,0
暑热  ,0,0,0,0,1,0,0,0
喘息  ,0,0,0,0,1,0,0,0
蒸腾  ,0,1,0,0,0,0,0,0
瘦瘦高高  ,0,0,1,0,0,0,0,0
晴天  ,0,0,1,0,0,0,0,0
透亮  ,0,0,1,0,0,0,0,0
溪流  ,0,0,1,0,0,0,0,0
跑遍  ,0,0,0,0,1,0,0,0
大街小巷  ,0,0,1,0,0,0,0,0
诸如  ,0,1,0,0,0,0,0,0
之类  ,0,1,0,0,0,0,0,0
纸面  ,0,1,0,0,0,0,0,0
舞蹈  ,0,0,1,0,0,0,0,0
家乡  ,0,0,1,0,0,0,0,0
依旧  ,1,0,1,1,1,0,0,0
充当  ,0,1,1,1,0,0,0,0
风俗  ,0,0,1,0,0,0,0,0
指向  ,0,1,0,0,0,0,0,0
小姐  ,0,1,0,0,0,0,0,0
装修  ,0,0,1,0,0,0,0,0
称为  ,0,0,1,0,0,0,0,0
对歌  ,0,0,1,0,0,0,0,0
顾盼生姿  ,0,0,1,0,0,0,0,0
不亚于  ,1,0,0,0,0,0,0,0
遇见  ,1,0,0,0,0,0,0,0
魂飞天外  ,0,0,1,0,0,0,0,0
音调  ,0,0,1,0,0,0,0,0
撞墙  ,0,0,0,0,1,0,0,0
破财消灾  ,0,0,0,0,0,0,0,1
大肚婆  ,0,0,1,0,0,0,0,0
闲人  ,0,0,1,0,0,0,0,0
忽视  ,1,1,0,1,1,0,1,0
林荫  ,0,0,1,0,0,0,0,0
走走  ,0,0,1,0,0,0,0,0
钓鱼  ,0,0,1,0,0,0,0,0
狗头  ,0,1,0,0,0,0,0,0
好几  ,1,0,0,0,0,0,0,0
大雨倾盆  ,0,0,1,0,0,0,0,0
看吧  ,1,0,0,0,0,0,0,0
其实  ,1,0,0,0,0,0,0,0
司空见惯  ,1,0,1,1,1,0,0,0
浇熄  ,1,0,0,0,0,0,0,0
持续  ,0,0,0,0,1,0,0,0
凉快  ,0,0,1,0,0,0,0,0
回升  ,0,0,0,0,1,0,0,0
肝胆相照  ,0,0,1,0,0,0,0,0
气势  ,0,0,1,0,0,0,0,0
气概  ,0,0,1,0,0,0,0,0
腔调  ,0,1,0,0,0,0,0,0
一晃  ,0,0,0,0,0,1,0,0
早已  ,1,0,1,0,0,0,0,0
盛行  ,1,0,1,0,0,0,0,0
摇晃  ,0,0,0,1,0,0,0,0
晕眩  ,0,0,0,1,1,0,0,0
长期  ,0,0,0,1,0,0,0,0
恒定  ,0,0,1,0,0,0,0,0
心满意足  ,1,0,0,0,0,0,0,0
总是会  ,0,0,0,1,0,0,0,0
接踵而来  ,0,0,0,1,0,0,0,0
井底之蛙  ,0,1,0,0,0,0,0,0
何尝  ,0,0,0,1,0,0,0,0
我要求  ,0,0,0,0,0,0,0,1
志同  ,0,0,1,0,0,0,0,0
合共  ,0,0,1,0,0,0,0,0
距离  ,0,1,0,1,1,0,0,0
泛泛  ,0,0,0,1,0,0,0,0
貌合神离  ,0,0,0,1,0,0,0,0
小宝宝  ,0,0,1,0,0,0,0,0
组织  ,0,0,0,0,0,0,0,1
教授  ,0,0,1,0,0,0,0,0
陆陆续续  ,1,0,0,0,0,0,0,0
嘟囔  ,0,0,0,0,1,0,1,0
一会儿  ,0,0,0,0,1,0,0,0
塞进  ,0,1,0,0,0,0,0,0
摇头  ,1,1,0,1,1,0,0,0
我也  ,0,0,0,0,0,0,0,0
好久  ,0,1,0,0,1,0,1,1
小问题  ,1,0,0,0,1,0,0,0
开导  ,0,0,1,0,1,0,0,1
小鱼儿  ,0,0,1,0,0,0,0,0
苹果  ,0,1,0,0,0,0,0,0
扮演  ,0,0,1,0,0,0,0,0
一听  ,1,0,0,0,0,0,0,0
点头  ,1,0,0,0,0,0,0,0
演出  ,0,0,1,0,0,0,0,1
连连  ,1,0,0,0,0,0,0,0
孺子可教也＾＿＾  ,1,0,0,0,0,0,0,0
转眼  ,1,0,0,0,1,0,0,1
怀着  ,1,0,1,0,0,0,0,1
出场  ,1,0,0,0,0,0,0,0
怯场  ,0,0,0,0,1,0,0,0
推导  ,0,0,0,0,0,0,0,1
